,voice,acc
3164,-18.48528,10.18368
3165,-55.83132,11.36806
3166,,
3167,,
3168,,
3169,,
3170,,
3171,,
3172,,
3173,,
3174,,
3175,,
3176,,
3177,,
3178,,
3179,,
3180,,
3181,,
3182,,
3183,,
3184,,
3185,,
3186,,
3187,,
3188,,
3189,,
3190,,
3191,,
3192,,
3193,,
3194,,
3195,,
3196,,
3197,,
3198,,
3199,,
3200,,
3201,,
3202,,
3203,,
3204,,
3205,,
3206,,
3207,,
3208,,
3209,,
3210,,
3211,,
3212,,
3213,,
3214,,
3215,,
3216,,
3217,,
3218,,
3219,,
3220,,
3221,,
3222,,
3223,,
3224,,
3225,,
3226,,
3227,,
3228,,
3229,,
3230,,
3231,,
3232,,
3233,,
3234,,
3235,,
3236,,
3237,,
3238,,
3239,,
3240,,
3241,,
3242,,
3243,,
3244,,
3245,,
3246,,
3247,,
3248,,
3249,,
3250,,
3251,,
3252,,
3253,,
3254,,
3255,0.02871,7.13988
3256,0.00861,6.91261
3257,-0.02013,-0.94988
3258,-0.12914,2.35827
3259,-37.10183,1.37208
3260,-49.83144,3.97001
3261,,
3262,,
3263,,
3264,,
3265,,
3266,,
3267,,
3268,,
3269,,
3270,,
3271,,
3272,,
3273,,
3274,,
3275,,
3276,,
3277,,
3278,,
3279,,
3280,,
3281,,
3282,,
3283,,
3284,,
3285,,
3286,,
3287,,
3288,,
3289,,
3290,,
3291,,
3292,,
3293,,
3294,,
3295,,
3296,,
3297,,
3298,,
3299,,
3300,,
3301,,
3302,3.12829,6.61727
3303,5.05139,6.6685
3304,3.18066,6.16959
3305,5.94317,5.73093
3306,4.895,5.39078
3307,5.71231,6.96459
3308,-5.4248,8.10144
3309,2.33761,7.66275
3310,2.33876,4.0656
3311,2.40524,5.48101
3312,3.5496,5.89683
3313,-0.1681,6.96537
3314,5.02854,6.44534
3315,5.72893,6.23228
3316,3.98625,5.93997
3317,-0.11829,6.51032
3318,-44.5607,7.04753
3319,-0.08504,7.18129
3320,3.30679,4.40413
3321,2.52465,6.14434
3322,5.30042,5.48768
3323,5.85904,5.98637
3324,6.41946,6.72021
3325,-10.22901,7.62557
3326,0.87359,6.91026
3327,2.92517,3.5994
3328,4.24505,4.62412
3329,3.34684,5.45212
3330,0.33703,6.22422
3331,3.64028,5.52842
3332,2.3063,5.59165
3333,3.92675,6.16365
3334,6.80703,6.19976
3335,4.60847,5.9485
3336,1.54181,4.79837
3337,2.86963,3.91114
3338,1.61645,4.80199
3339,3.895,3.81818
3340,3.81221,5.52847
3341,3.54993,4.56636
3342,3.9376,4.67936
3343,4.94159,4.09116
3344,-0.09335,3.82098
3345,2.99489,4.18162
3346,1.85429,4.95732
3347,3.79481,4.40433
3348,4.89964,5.40716
3349,3.60129,4.8705
3350,3.71167,4.42377
3351,2.95946,3.88549
3352,2.83916,4.17534
3353,1.16447,4.06883
3354,3.76264,4.05808
3355,4.17537,4.60797
3356,3.49899,3.70601
3357,1.21137,4.74974
3358,2.53207,3.77763
3359,2.04447,3.38821
3360,3.96159,3.55659
3361,0.21516,3.97579
3362,3.00552,4.4658
3363,1.28444,5.32908
3364,4.46485,4.32878
3365,2.6508,5.41962
3366,2.27234,4.45819
3367,2.72413,4.36443
3368,2.6067,3.72426
3369,1.82053,2.85365
3370,0.19959,3.91091
3371,0.76388,5.10046
3372,0.29903,3.72483
3373,0.35519,3.42418
3374,1.09718,3.85098
3375,1.73847,3.8318
3376,2.4231,4.75751
3377,2.75943,4.99291
3378,0.05528,3.52753
3379,0.27633,3.48822
3380,0.2958,3.83633
3381,0.19014,3.81598
3382,0.94679,4.23804
3383,2.01676,4.502
3384,3.35109,3.96974
3385,2.63752,4.34181
3386,0.77744,3.69291
3387,0.10006,3.6457
3388,0.6392,3.92727
3389,0.30156,3.87707
3390,0.14668,3.32969
3391,1.20179,3.92924
3392,2.02018,4.11462
3393,2.44108,4.96311
3394,2.76572,5.09007
3395,-0.20439,3.48873
3396,0.41614,4.3245
3397,0.29136,3.7808
3398,0.32645,3.9706
3399,0.87755,3.62741
3400,1.78438,3.67662
3401,3.51366,4.25514
3402,3.26189,4.60432
3403,2.50596,5.05502
3404,-0.68526,5.84695
3405,2.13396,5.59427
3406,1.29103,5.75884
3407,3.88173,5.70905
3408,2.87475,5.81604
3409,3.20212,6.75834
3410,-12.21201,7.69396
3411,0.13705,6.85534
3412,1.89733,4.50583
3413,3.43605,4.26482
3414,2.28112,5.73022
3415,-2.2487,6.95003
3416,3.82571,5.60576
3417,5.02922,5.50015
3418,4.73582,5.72265
3419,-0.80993,6.60139
3420,-41.21616,7.11444
3421,0.59088,6.54454
3422,2.89104,5.99276
3423,2.32105,5.50019
3424,5.88223,5.5564
3425,5.30828,6.20334
3426,4.97257,6.36402
3427,-3.6812,7.94148
3428,4.47346,7.11263
3429,3.33537,3.87645
3430,1.53104,3.46658
3431,3.34169,5.93453
3432,-0.23056,6.52095
3433,3.19588,4.85422
3434,4.55412,5.41892
3435,4.98436,5.53748
3436,7.89271,6.32945
3437,6.47473,6.20119
3438,1.62833,4.61064
3439,2.91545,4.09417
3440,1.9488,4.7728
3441,3.10089,3.46518
3442,3.05815,5.4651
3443,3.55063,4.37498
3444,3.75446,4.52557
3445,4.1318,3.65409
3446,-0.43283,4.17296
3447,3.28835,3.47325
3448,1.5198,5.00731
3449,3.60742,4.17545
3450,4.12246,5.3168
3451,4.11329,5.04423
3452,3.64762,4.13147
3453,2.58201,3.8575
3454,2.32042,3.95978
3455,1.49627,4.55264
3456,3.31638,3.77892
3457,4.01212,4.38959
3458,3.26686,3.77788
3459,0.60689,4.68271
3460,2.6994,3.93168
3461,1.76358,3.15933
3462,3.68494,3.73623
3463,-0.11651,4.25032
3464,2.97252,3.90893
3465,0.69667,5.08789
3466,4.35702,4.5778
3467,2.02037,5.46372
3468,1.94498,4.36083
3469,2.07106,4.04543
3470,1.59151,3.37151
3471,1.37208,2.779
3472,0.43576,4.21388
3473,0.82355,4.13078
3474,0.31552,3.22957
3475,0.30384,3.46457
3476,0.82087,3.16978
3477,1.73212,4.3815
3478,2.69498,5.64731
3479,2.34215,5.03536
3480,-0.23199,3.57183
3481,0.29574,4.00686
3482,0.49657,4.07321
3483,0.25417,4.74999
3484,0.74382,3.8996
3485,1.85899,4.00306
3486,2.88408,4.13293
3487,2.3476,4.46456
3488,0.77854,3.71497
3489,-0.06206,5.22282
3490,0.56333,4.66419
3491,0.11463,5.64664
3492,0.22579,4.94991
3493,0.82576,3.29369
3494,1.43538,4.05185
3495,2.0163,4.84222
3496,2.04585,4.53794
3497,-0.24595,3.66386
3498,0.35952,4.2109
3499,0.33713,4.44035
3500,0.2125,4.21345
3501,0.83821,3.54177
3502,1.62353,4.0703
3503,3.1916,4.03903
3504,2.76162,4.54286
3505,1.88413,3.53378
3506,-13.2702,2.21687
3507,-26.68399,1.44126
3508,-1.18331,3.21443
3509,-9.9398,4.95119
3510,,
3511,,
3512,,
3513,,
3514,-0.04821,2.78758
3515,-0.02961,4.73719
3516,-0.14276,4.2953
3517,-0.04325,6.86485
3518,-0.03944,4.21813
3519,,
3520,,
3521,-0.11465,7.05261
3522,-0.05432,4.76307
3523,-0.05436,3.46779
3524,-0.0379,4.52303
3525,-5.78723,5.65536
3526,,
3527,,
3528,,
3529,,
3530,,
3531,-0.24998,5.20379
3532,-0.01223,5.02368
3533,-5.5528,4.32478
3534,,
3535,,
3536,-20.27629,6.19507
3537,-0.27461,6.97603
3538,-6.88026,6.69134
3539,-0.06186,7.09799
3540,-0.03296,4.48311
3541,-0.04064,5.058
3542,-0.04222,5.57938
3543,-0.0506,7.45249
3544,-0.0586,7.00928
3545,-0.03866,5.52168
3546,-0.02981,4.30495
3547,-0.03678,4.76784
3548,-0.02106,4.16595
3549,-0.0292,4.95974
3550,-0.01467,4.10987
3551,-0.0336,3.65639
3552,-0.01375,3.66483
3553,0.00176,3.56633
3554,-0.0203,3.032
3555,-0.02032,2.27646
3556,0.07696,2.64547
3557,0.03158,2.4885
3558,0.12658,2.81744
3559,0.21911,4.39173
3560,0.85005,4.54904
3561,0.29753,4.24202
3562,0.47655,3.95574
3563,0.98996,3.37771
3564,1.85495,3.90744
3565,2.39824,5.30781
3566,3.0365,5.54812
3567,-0.01157,3.43297
3568,0.40889,4.16082
3569,0.28605,3.86766
3570,0.1762,3.66093
3571,0.52791,3.28321
3572,1.82239,3.59581
3573,3.36586,4.00879
3574,2.88655,4.20792
3575,1.02667,3.76571
3576,-0.00958,3.88973
3577,0.73809,3.32169
3578,0.09568,3.78443
3579,0.08126,3.45779
3580,0.97275,3.57845
3581,1.58053,4.15545
3582,2.41576,4.89026
3583,2.86594,4.94155
3584,-0.20878,3.18461
3585,0.36065,3.90104
3586,0.40421,4.04046
3587,0.48614,4.44929
3588,0.91775,3.2297
3589,1.61995,3.89008
3590,2.62942,4.51304
3591,2.51118,4.7667
3592,1.93217,4.78628
3593,-2.79485,5.92604
3594,,
3595,,
3596,,
3597,,
3598,,
3599,,
3600,,
3601,,
3602,,
3603,,
3604,,
3605,,
3606,,
3607,,
3608,,
3609,,
3610,,
3611,,
3612,,
3613,,
3614,,
3615,,
3616,,
3617,,
3618,,
3619,,
3620,,
3621,,
3622,,
3623,,
3624,,
3625,,
3626,,
3627,,
3628,,
3629,,
3630,,
3631,,
3632,,
3633,,
3634,,
3635,,
3636,,
3637,,
3638,,
3639,,
3640,,
3641,,
3642,,
3643,,
3644,,
3645,,
3646,,
3647,,
3648,,
3649,,
3650,,
3651,,
3652,,
3653,,
3654,,
3655,,
3656,,
3657,,
3658,,
3659,,
3660,,
3661,,
3662,,
3663,,
3664,,
3665,,
3666,,
3667,,
3668,,
3669,,
3670,,
3671,,
3672,,
3673,,
3674,,
3675,,
3676,,
3677,,
3678,,
3679,,
3680,,
3681,,
3682,,
3683,,
3684,,
3685,,
3686,,
3687,,
3688,,
3689,,
3690,,
3691,,
3692,,
3693,,
3694,,
3695,,
3696,,
3697,,
3698,,
3699,,
3700,,
3701,,
3702,,
3703,,
3704,,
3705,,
3706,,
3707,,
3708,,
3709,,
3710,,
3711,,
3712,,
3713,,
3714,,
3715,,
3716,,
3717,,
3718,,
3719,,
3720,,
3721,,
3722,,
3723,,
3724,,
3725,,
3726,,
3727,,
3728,,
3729,,
3730,,
3731,,
3732,,
3733,,
3734,,
3735,,
3736,,
3737,,
3738,,
3739,,
3740,,
3741,,
3742,,
3743,,
3744,,
3745,,
3746,,
3747,,
3748,-5.95412,9.13207
3749,1.9856,5.6403
3750,6.92478,9.25321
3751,-0.57037,9.38515
3752,3.61894,10.66172
3753,6.77525,9.77836
3754,5.34316,7.24209
3755,7.82937,8.90578
3756,6.29613,7.0731
3757,6.08939,6.87182
3758,-5.83037,10.62731
3759,-40.61562,9.28635
3760,,
3761,,
3762,,
3763,,
3764,5.02333,6.3652
3765,3.70322,5.94825
3766,4.4307,9.70847
3767,-18.6087,9.30319
3768,3.29466,7.50326
3769,3.98916,6.53829
3770,2.50089,6.53281
3771,4.23554,6.71549
3772,2.89205,5.37212
3773,0.5794,7.47817
3774,-28.14155,10.63075
3775,,
3776,,
3777,,
3778,,
3779,,
3780,,
3781,3.04173,6.35275
3782,4.1421,5.93989
3783,4.48583,5.38204
3784,4.0535,7.53216
3785,4.8792,5.18681
3786,4.07082,5.77906
3787,4.59941,5.52523
3788,2.11017,6.63113
3789,-29.01646,8.332
3790,0.32407,10.4945
3791,4.39983,5.02764
3792,4.4022,6.65934
3793,3.2395,6.33919
3794,4.27647,5.33416
3795,4.35531,5.5271
3796,2.22678,6.58471
3797,4.20543,5.7304
3798,4.63004,6.17877
3799,4.68206,6.43663
3800,3.97869,7.26864
3801,4.60315,5.60818
3802,4.58327,5.41625
3803,5.061,6.42086
3804,-13.9851,6.5852
3805,-29.11412,9.61974
3806,4.22007,7.28445
3807,5.04672,5.58813
3808,-7.35294,8.08351
3809,-19.20324,8.58032
3810,-0.03982,5.77169
3811,-13.39874,9.19068
3812,-45.2464,8.34072
3813,,
3814,,
3815,,
3816,,
3817,,
3818,,
3819,,
3820,,
3821,,
3822,,
3823,,
3824,,
3825,3.80538,7.35359
3826,3.85059,5.98963
3827,2.0112,6.44757
3828,-24.94991,9.93256
3829,2.40023,9.75398
3830,3.03788,7.05671
3831,3.28437,6.10737
3832,2.39816,7.41505
3833,3.94876,7.17957
3834,2.87403,6.31606
3835,-21.44394,7.84384
3836,-45.71638,9.79321
3837,,
3838,,
3839,,
3840,-15.82615,8.43035
3841,3.68229,6.02223
3842,2.91441,6.72741
3843,-3.74137,8.66113
3844,3.50369,10.26628
3845,3.37315,8.09413
3846,1.14678,7.51307
3847,1.44611,6.75309
3848,2.30467,7.10565
3849,1.32456,5.8015
3850,-0.77836,8.54954
3851,-36.84131,9.15061
3852,-0.24146,9.42724
3853,0.06974,8.07005
3854,-3.66409,7.5888
3855,-42.74017,7.27714
3856,,
3857,,
3858,3.34651,5.78406
3859,3.79675,5.29825
3860,4.79189,5.65189
3861,4.45929,6.4929
3862,4.29009,5.78741
3863,3.60049,5.79694
3864,4.27198,5.10884
3865,0.67258,7.2108
3866,-32.3901,10.10047
3867,5.11929,7.51399
3868,4.85983,5.72319
3869,4.47245,7.86046
3870,3.81693,6.36225
3871,3.96833,5.8997
3872,4.34987,6.52525
3873,3.88483,6.92505
3874,3.78145,6.44745
3875,4.23824,5.01941
3876,4.20117,6.77017
3877,3.60608,5.74825
3878,4.26964,6.09084
3879,4.65329,4.97375
3880,3.82089,7.09187
3881,-22.62852,7.72591
3882,-23.03385,9.66279
3883,3.86044,5.67136
3884,4.85556,6.34101
3885,-16.21271,8.23218
3886,0.41561,7.26073
3887,0.36232,5.2207
3888,-14.58366,8.94938
3889,-46.82,8.55095
3890,0.127,8.19709
3891,0.12681,5.38169
3892,-20.74468,8.69395
3893,,
3894,,
3895,,
3896,,
3897,,
3898,,
3899,,
3900,,
3901,,
3902,,
3903,,
3904,2.59534,7.5432
3905,4.18017,5.25243
3906,4.29702,5.5182
3907,4.4642,7.34981
3908,3.80923,5.85605
3909,4.72377,5.82125
3910,4.93009,5.78446
3911,-5.18666,9.42265
3912,-17.06191,9.75359
3913,4.29676,8.03343
3914,4.6535,5.98059
3915,4.51732,6.69697
3916,-20.37471,8.76032
3917,0.17794,6.02628
3918,-0.00019,6.06377
3919,,
3920,,
3921,-0.87531,6.83091
3922,3.96622,5.15517
3923,-4.76695,8.03793
3924,-32.77318,8.87574
3925,4.88072,5.44496
3926,5.64788,6.55596
3927,-13.84215,10.02798
3928,-43.55152,8.67761
3929,,
3930,,
3931,,
3932,,
3933,,
3934,,
3935,,
3936,,
3937,,
3938,,
3939,,
3940,,
3941,,
3942,,
3943,,
3944,,
3945,,
3946,,
3947,,
3948,,
3949,,
3950,,
3951,,
3952,,
3953,,
3954,,
3955,,
3956,,
3957,,
3958,,
3959,,
3960,,
3961,,
3962,,
3963,,
3964,,
3965,,
3966,,
3967,,
3968,,
3969,,
3970,,
3971,,
3972,,
3973,,
3974,,
3975,,
3976,,
3977,,
3978,,
3979,,
3980,,
3981,,
3982,,
3983,,
3984,,
3985,,
3986,,
3987,,
3988,,
3989,,
3990,,
3991,,
3992,,
3993,,
3994,,
3995,,
3996,,
3997,,
3998,,
3999,,
4000,,
4001,,
4002,,
4003,,
4004,,
4005,,
4006,,
4007,,
4008,,
4009,,
4010,,
4011,,
4012,,
4013,,
4014,,
4015,,
4016,,
4017,,
4018,,
4019,,
4020,,
4021,,
4022,,
4023,,
4024,,
4025,,
4026,,
4027,,
4028,,
4029,,
4030,-78.3044,9.85234
4031,3.16529,8.62796
4032,5.15509,7.7389
4033,4.23915,8.40727
4034,5.00089,10.10402
4035,5.45774,8.31698
4036,4.11688,7.59141
4037,4.41195,8.39438
4038,4.94521,10.16879
4039,4.15584,9.19775
4040,4.21428,9.32381
4041,6.2431,9.41604
4042,5.77106,9.75591
4043,6.64043,11.36179
4044,3.91872,10.2864
4045,5.0898,11.34286
4046,-18.35148,11.69395
4047,6.19785,9.25051
4048,3.14281,9.86152
4049,4.11689,8.03316
4050,5.2488,11.01543
4051,,
4052,,
4053,-29.20124,11.23725
4054,-13.69277,10.13138
4055,-12.24508,11.71678
4056,7.0062,10.66693
4057,7.66966,10.42602
4058,7.78972,9.81892
4059,6.07015,11.40563
4060,5.85832,11.0899
4061,6.3393,10.53931
4062,7.08921,10.25662
4063,5.9137,8.42111
4064,4.55006,10.09623
4065,7.3797,9.59116
4066,5.97228,8.18663
4067,4.4102,10.6656
4068,,
4069,,
4070,,
4071,,
4072,,
4073,,
4074,,
4075,,
4076,6.97078,11.1231
4077,5.78011,9.08472
4078,5.42501,11.7233
4079,6.21944,9.50779
4080,6.78216,9.62258
4081,5.32134,9.98187
4082,6.02444,9.43946
4083,6.95817,10.61742
4084,6.6208,9.34674
4085,7.85422,10.54388
4086,5.77317,8.09534
4087,5.17985,8.22783
4088,6.99097,8.99786
4089,5.21647,9.66386
4090,5.62495,9.31436
4091,5.5658,8.48546
4092,3.90258,8.12082
4093,5.57832,8.27922
4094,5.29716,9.13537
4095,4.9081,9.4401
4096,4.03378,9.97276
4097,4.81698,9.44784
4098,-1.73788,10.99201
4099,3.29122,11.13484
4100,3.72098,8.63178
4101,4.22542,10.0845
4102,5.91601,8.77696
4103,5.53697,8.94599
4104,5.70231,8.79903
4105,4.20238,9.71729
4106,5.65315,9.96104
4107,-26.28529,10.83242
4108,4.90734,10.26718
4109,4.97664,9.3843
4110,5.26792,8.73085
4111,5.30958,8.42271
4112,5.51136,9.61349
4113,6.9474,10.18678
4114,0.53804,10.36934
4115,,
4116,,
4117,,
4118,,
4119,,
4120,,
4121,,
4122,,
4123,,
4124,7.86396,9.53812
4125,8.16577,10.21813
4126,8.66714,12.128
4127,5.50011,10.81229
4128,6.62258,9.72922
4129,6.32571,10.30978
4130,9.51817,11.26955
4131,6.5519,12.54109
4132,6.44873,10.10695
4133,9.73734,11.42183
4134,-35.21371,10.98201
4135,,
4136,,
4137,,
4138,,
4139,,
4140,,
4141,,
4142,,
4143,,
4144,,
4145,,
4146,,
4147,,
4148,,
4149,,
4150,,
4151,,
4152,,
4153,,
4154,,
4155,,
4156,,
4157,-4.00728,7.24858
4158,-2.34629,6.92254
4159,-0.08053,5.64289
4160,-0.05994,3.93745
4161,-0.0636,4.6922
4162,-0.04987,5.73567
4163,-0.04698,4.85894
4164,-0.07346,5.75365
4165,-0.14986,6.58813
4166,-14.87436,6.75486
4167,-0.0411,4.83321
4168,-0.07502,4.43463
4169,-0.05456,4.80369
4170,-0.03747,4.8146
4171,-0.12452,6.54494
4172,-0.19527,7.23198
4173,-24.30557,6.8626
4174,-0.07046,6.68276
4175,0.01167,5.61755
4176,8.00111,4.85589
4177,0.24735,5.12419
4178,-0.02271,5.05353
4179,9.68295,6.98619
4180,10.10244,6.21385
4181,9.72825,5.58274
4182,6.47077,4.94547
4183,2.66904,5.71588
4184,5.9539,3.59041
4185,0.12189,4.29389
4186,0.00269,5.22177
4187,9.48018,6.34218
4188,9.99997,5.74444
4189,10.12838,5.59833
4190,7.14663,4.61052
4191,7.08132,4.60011
4192,5.36985,4.22082
4193,0.09465,3.85556
4194,0.0144,5.47949
4195,9.01363,5.0862
4196,9.75319,5.84536
4197,9.06841,5.76343
4198,1.73532,4.75771
4199,5.66931,3.83719
4200,0.13884,4.93226
4201,0.00597,4.72668
4202,8.07696,6.60139
4203,10.57868,6.05672
4204,10.17877,6.31287
4205,9.1996,6.11055
4206,9.35728,6.1941
4207,6.86058,7.98053
4208,6.38966,5.65936
4209,4.97478,5.48744
4210,1.66018,5.11012
4211,3.7077,5.32889
4212,4.6836,4.44438
4213,3.39114,6.04871
4214,3.27195,6.35175
4215,3.05855,5.53727
4216,3.97598,5.79885
4217,4.672,5.565
4218,3.81867,5.36879
4219,4.19587,6.5416
4220,7.18306,5.88548
4221,-0.29423,7.23225
4222,6.0936,5.64944
4223,1.87771,6.9739
4224,6.64,6.31304
4225,-0.98898,7.54636
4226,-0.01829,7.40772
4227,0.00054,6.0785
4228,-0.04878,6.97707
4229,-5.88399,7.11173
4230,-52.89238,7.25885
4231,-41.10762,8.13942
4232,-0.71091,6.89603
4233,0.22221,5.62344
4234,4.81486,6.61709
4235,0.24919,4.17323
4236,0.02474,6.5833
4237,8.88618,6.23207
4238,10.30414,5.57493
4239,9.47597,5.74519
4240,5.78943,6.18192
4241,6.03719,5.90736
4242,1.36911,5.06981
4243,0.0454,4.84712
4244,0.00998,8.48179
4245,10.04162,4.87127
4246,10.30852,6.42884
4247,9.97864,6.03243
4248,6.29914,7.35438
4249,4.10574,6.79649
4250,5.57403,8.17502
4251,4.94931,6.25122
4252,2.0947,5.88351
4253,3.45203,5.96437
4254,4.25162,5.36643
4255,4.01522,5.84647
4256,2.51462,6.13054
4257,4.00399,6.00645
4258,4.01292,5.39307
4259,3.01695,5.99532
4260,5.29144,6.0471
4261,4.26654,6.32608
4262,7.53571,6.17108
4263,6.20881,7.49224
4264,5.84943,6.57479
4265,6.03458,7.63738
4266,5.49655,6.31421
4267,-2.29945,4.72656
4268,0.10081,4.13063
4269,-0.01777,3.74552
4270,0.44037,0.94825
4271,-1.37169,2.83515
4272,-10.49157,2.66695
4273,-24.22411,5.92774
4274,-32.96311,5.63755
4275,1.65609,2.77137
4276,1.55299,2.76863
4277,1.44474,3.64537
4278,1.40679,3.804
4279,-5.5313,3.05604
4280,-11.1951,4.1807
4281,-59.36158,4.35346
4282,-29.8479,6.65426
4283,4.02666,4.58712
4284,3.27406,4.3301
4285,4.24383,4.85804
4286,2.66313,5.22621
4287,2.58905,5.10519
4288,-0.15104,6.92575
4289,-41.40019,8.32735
4290,4.25716,4.66313
4291,4.33318,5.55768
4292,4.02968,5.94032
4293,1.90539,3.32451
4294,-0.47485,2.5163
4295,0.52259,5.21554
4296,-14.02838,8.35599
4297,,
4298,,
4299,4.6985,5.47042
4300,1.1952,5.40644
4301,3.27596,5.6615
4302,4.18545,5.38833
4303,3.94238,5.54646
4304,2.21286,5.71719
4305,3.88723,6.01606
4306,4.02407,5.7169
4307,2.99202,5.85473
4308,4.85465,5.51064
4309,3.92385,6.40449
4310,7.20184,6.18909
4311,3.27355,7.19709
4312,6.61624,7.2114
4313,3.84936,6.36232
4314,2.20171,7.45051
4315,2.88489,5.1852
4316,2.07277,4.29128
4317,2.02903,4.76583
4318,3.06832,4.02331
4319,1.39148,3.91143
4320,2.60433,5.39421
4321,3.40573,6.03652
4322,3.34937,6.51404
4323,3.93598,4.37241
4324,3.32748,4.34556
4325,1.91636,3.73532
4326,4.11216,4.12364
4327,0.95496,4.67269
4328,4.6452,6.1561
4329,1.04814,6.84022
4330,4.96005,6.71266
4331,2.76777,6.60962
4332,-67.41219,4.70576
4333,-71.18491,5.31739
4334,,
4335,,
4336,,
4337,,
4338,,
4339,,
4340,,
4341,,
4342,,
4343,,
4344,,
4345,,
4346,,
4347,,
4348,,
4349,,
4350,,
4351,,
4352,,
4353,,
4354,,
4355,,
4356,,
4357,,
4358,,
4359,,
4360,,
4361,,
4362,,
4363,,
4364,,
4365,,
4366,,
4367,,
4368,,
4369,,
4370,,
4371,-25.78626,18.26672
4372,3.78905,14.69062
4373,3.70468,10.24323
4374,3.5694,10.48734
4375,2.38141,11.02274
4376,5.00168,11.70191
4377,2.88561,9.19956
4378,2.2658,9.34613
4379,3.33024,10.94144
4380,2.57149,10.80486
4381,2.11624,10.54766
4382,1.21641,8.99558
4383,3.06782,11.15287
4384,3.95767,11.62344
4385,2.01746,11.58109
4386,-0.35767,12.98132
4387,3.08408,10.65789
4388,2.28746,10.40082
4389,2.88504,10.4556
4390,2.4523,9.22509
4391,1.84871,9.95481
4392,2.91733,9.457
4393,0.21669,9.3236
4394,3.59675,9.65179
4395,1.71132,10.92083
4396,2.62508,9.76212
4397,2.61748,9.43216
4398,-7.09666,13.22789
4399,-27.01811,13.33139
4400,-21.31822,12.88658
4401,4.25062,9.75709
4402,2.4723,10.04934
4403,2.12185,9.36057
4404,3.7004,10.45473
4405,2.3434,9.78185
4406,3.75668,9.96777
4407,1.77215,10.7543
4408,3.52065,10.75986
4409,3.05072,9.84821
4410,2.04241,8.76262
4411,3.61453,10.00377
4412,2.2487,10.61277
4413,3.02453,11.05048
4414,1.27887,8.92248
4415,0.03899,10.98639
4416,-10.59258,12.78595
4417,-23.97175,11.97151
4418,-18.1058,9.4869
4419,2.35135,7.37115
4420,2.32674,6.66982
4421,3.21267,6.49557
4422,3.52424,7.06206
4423,2.72515,7.14425
4424,2.44347,6.26268
4425,3.11264,6.36209
4426,2.39818,6.65559
4427,2.10981,7.42839
4428,3.54514,5.45164
4429,2.93449,6.47833
4430,3.13068,5.78991
4431,2.57992,6.22622
4432,2.63481,5.38417
4433,2.54779,7.43426
4434,2.84976,5.87383
4435,2.95571,6.14186
4436,3.41051,8.18101
4437,-9.37484,8.77467
4438,-0.08353,8.51134
4439,2.4801,8.72238
4440,3.12639,9.70668
4441,-0.24994,9.95912
4442,1.9865,8.79457
4443,2.7356,10.06832
4444,-3.35228,12.41102
4445,0.07129,11.28732
4446,0.59551,7.76421
4447,1.77781,8.79836
4448,2.60303,10.78822
4449,3.18475,11.18899
4450,2.73096,10.12314
4451,-7.25465,12.59264
4452,-3.81477,12.28406
4453,0.03836,7.83769
4454,0.43813,6.71958
4455,-4.15906,11.64001
4456,2.37395,9.73751
4457,1.94335,9.2244
4458,-2.56566,12.34568
4459,-2.68399,13.14538
4460,2.71856,10.52254
4461,2.8369,10.52942
4462,2.6825,9.66056
4463,1.52976,9.88031
4464,2.56936,11.22907
4465,1.38327,9.31205
4466,1.82571,8.9934
4467,3.47015,10.368
4468,2.01463,9.826
4469,1.14877,8.29074
4470,1.70787,8.20754
4471,1.71418,10.55778
4472,-0.44667,10.36333
4473,2.4078,9.85426
4474,3.39049,11.08738
4475,3.98896,10.63856
4476,2.74111,10.60994
4477,1.60711,9.64189
4478,2.08449,8.96143
4479,2.13393,10.62253
4480,1.46107,8.73858
4481,2.92658,8.47615
4482,2.82275,10.38424
4483,1.11617,9.13303
4484,0.57643,7.53554
4485,0.11184,8.11913
4486,0.81844,8.74965
4487,2.63777,9.76938
4488,2.75488,10.63995
4489,2.8639,10.07508
4490,2.70885,11.8178
4491,3.3194,12.60898
4492,2.67474,8.50496
4493,3.52988,7.52439
4494,1.11896,6.33713
4495,0.95742,7.40564
4496,3.56946,6.11229
4497,2.06044,7.17484
4498,1.08877,4.66571
4499,3.2726,7.31895
4500,3.28939,7.25547
4501,2.33869,5.10352
4502,0.15981,6.39201
4503,-9.57403,7.30713
4504,1.74528,5.98143
4505,2.03296,5.57382
4506,2.71405,7.33503
4507,2.39664,6.83423
4508,2.55253,6.98103
4509,0.39362,6.76528
4510,3.80414,7.07208
4511,2.478,6.62589
4512,2.06483,6.43264
4513,2.55026,7.67194
4514,3.42018,6.89096
4515,2.91566,5.52301
4516,0.16131,6.36522
4517,-7.22987,7.55595
4518,0.10209,7.40376
4519,0.87392,4.96089
4520,0.91259,6.01235
4521,0.64078,6.26007
4522,0.59271,4.46449
4523,-2.91425,6.65915
4524,-24.11434,7.01357
4525,-54.41591,6.72709
4526,,
4527,-27.07069,6.62696
4528,-7.52691,8.48265
4529,1.3153,12.25199
4530,2.85597,11.31168
4531,2.66387,12.7132
4532,2.62452,15.37275
4533,-19.16368,17.50057
4534,-37.06841,16.33103
4535,-15.20129,17.3778
4536,0.43006,13.10858
4537,3.34714,11.40062
4538,2.98625,12.89068
4539,2.66652,12.78055
4540,3.3144,6.72817
4541,3.9761,6.94173
4542,2.82472,7.33514
4543,2.90829,9.3188
4544,2.99791,6.80675
4545,2.86546,5.65331
