,voice,acc
6702,,
6703,,
6704,,
6705,,
6706,,
6707,,
6708,,
6709,,
6710,,
6711,,
6712,,
6713,,
6714,,
6715,,
6716,,
6717,,
6718,,
6719,,
6720,,
6721,,
6722,,
6723,,
6724,,
6725,,
6726,,
6727,,
6728,,
6729,,
6730,,
6731,,
6732,,
6733,,
6734,,
6735,,
6736,,
6737,,
6738,,
6739,,
6740,,
6741,,
6742,,
6743,,
6744,,
6745,,
6746,,
6747,,
6748,,
6749,,
6750,,
6751,-41.14517,21.67981
6752,-37.60965,28.76861
6753,-40.17019,23.69572
6754,-38.4359,28.92797
6755,-39.04798,24.53329
6756,-38.67374,28.93726
6757,-40.39638,23.84481
6758,-38.53438,28.63022
6759,-42.95326,19.84485
6760,-41.24058,20.43248
6761,-43.31802,20.12169
6762,-39.67516,21.07418
6763,-42.84624,19.3893
6764,-41.32352,20.56054
6765,-43.89895,17.61681
6766,-44.3312,15.653
6767,-43.82049,16.99639
6768,-43.06077,18.06278
6769,-44.10095,17.77346
6770,-41.4606,18.1192
6771,-43.85914,17.35089
6772,-42.99838,18.06978
6773,-44.05471,17.49781
6774,-41.86127,18.26046
6775,-43.91593,17.34854
6776,-43.4595,18.10252
6777,-43.95425,17.77639
6778,-41.80998,18.08195
6779,-43.54022,17.53322
6780,-40.40679,14.77601
6781,-29.19988,9.17644
6782,-42.03757,14.78778
6783,-46.19058,17.0046
6784,-44.12665,17.78601
6785,-46.00024,17.47123
6786,-43.52107,17.1396
6787,-45.89946,17.26148
6788,-43.94872,17.72876
6789,-46.12328,17.44703
6790,-42.78868,18.79071
6791,-46.3143,17.12476
6792,-44.01162,17.46244
6793,-46.3873,16.63985
6794,-43.33847,17.94048
6795,-45.81875,16.88645
6796,-44.662,17.30443
6797,-46.19343,16.49642
6798,-2.27595,15.88918
6799,-0.69256,15.7129
6800,-1.64504,16.80644
6801,-0.77309,15.88117
6802,-1.09841,16.85997
6803,-0.67913,16.04139
6804,-1.05744,16.46909
6805,-0.82131,16.58219
6806,-0.23902,17.28763
6807,-1.1501,16.38279
6808,-0.48358,16.31917
6809,-1.5003,16.41226
6810,-0.44761,16.08752
6811,-1.68872,16.55501
6812,-0.57059,15.98
6813,-2.24555,16.52879
6814,-0.75377,14.9518
6815,-3.00949,16.44483
6816,-0.15136,15.82814
6817,-2.8959,16.73061
6818,-0.33147,15.56233
6819,-4.18941,16.60032
6820,-0.16837,15.50515
6821,-9.42171,16.84912
6822,0.25791,16.0425
6823,-9.78087,16.73794
6824,-0.19934,15.42119
6825,-10.33233,16.36159
6826,-0.17911,15.82479
6827,-11.12334,16.56375
6828,-0.27319,16.08223
6829,-11.26069,16.15487
6830,-42.71877,18.13318
6831,-40.1308,25.31707
6832,-38.51738,25.42262
6833,-46.84164,21.51641
6834,-42.54861,23.95022
6835,-39.59856,25.94828
6836,-37.79874,25.61065
6837,-50.04576,19.16666
6838,-2.04937,15.34721
6839,-13.67253,17.84811
6840,0.48172,17.32437
6841,-15.60879,17.45305
6842,0.07774,16.8973
6843,-13.76782,17.90195
6844,-27.78011,8.98117
6845,-33.83837,11.6603
6846,-0.47515,15.02968
6847,-17.60534,16.45567
6848,-0.1826,16.03047
6849,-20.29683,16.42614
6850,-0.26821,15.82569
6851,-19.98811,16.69825
6852,-0.4916,16.23301
6853,-50.48741,16.37842
6854,0.30583,16.29376
6855,-20.72659,16.94027
6856,-0.36879,15.95516
6857,-22.24608,16.74129
6858,-0.28753,15.97449
6859,-21.71394,16.92972
6860,-0.39843,16.25236
6861,-25.33168,15.81405
6862,-0.51764,15.44973
6863,-22.82531,16.83551
6864,-0.46777,15.78262
6865,-26.44276,16.6249
6866,-0.4093,15.73771
6867,-24.52841,16.80982
6868,-0.40547,16.19311
6869,-32.45116,16.93731
6870,-0.10096,15.90157
6871,-25.54061,16.80657
6872,-0.24118,15.82811
6873,-30.02044,16.54186
6874,-0.44223,15.68931
6875,-26.33547,16.78535
6876,-49.53515,17.91966
6877,-47.80511,15.47547
6878,-43.79147,17.5429
6879,-44.25799,17.02912
6880,-44.10271,17.66632
6881,-43.75753,17.07081
6882,-43.8377,17.41421
6883,-44.5703,17.41617
6884,-49.00885,17.75782
6885,-45.95389,18.17111
6886,-49.86891,16.93958
6887,-47.6502,17.37449
6888,-48.90602,17.16629
6889,-46.78562,17.06999
6890,-49.04811,16.82727
6891,-47.58987,17.06908
6892,-49.12005,17.30112
6893,-49.00521,15.39363
6894,-46.71893,17.08221
6895,-46.37328,17.97171
6896,-46.49463,17.99912
6897,-44.89115,17.91491
6898,-46.27175,17.84418
6899,-49.36632,17.92625
6900,-42.70004,18.31444
6901,-41.18566,18.44994
6902,-42.97549,17.93189
6903,-43.24719,18.24035
6904,-42.28203,18.30121
6905,-41.23125,18.65893
6906,-42.57569,17.67644
6907,-46.03971,16.01775
6908,-27.06161,8.60824
6909,-34.78666,11.57597
6910,-16.26074,3.59831
6911,-5.00136,3.00218
6912,-5.7077,-1.95364
6913,-63.05935,7.90747
6914,-47.26555,11.1465
6915,-64.28437,7.72188
6916,0.74175,5.78912
6917,0.33399,7.56222
6918,-58.0028,8.55954
6919,-64.76102,8.55319
6920,-5.43467,8.57294
6921,-14.88871,7.82167
6922,-29.55157,7.57279
6923,-52.30361,7.84911
6924,-6.94299,8.0613
6925,-53.97533,10.32564
6926,-58.94408,9.10486
6927,-64.77214,8.71787
6928,-3.54177,8.95218
6929,-16.71603,8.70373
6930,-42.29652,6.96172
6931,-12.25291,7.00574
6932,-5.21701,9.25761
6933,-54.20695,9.73995
6934,-62.40677,8.87916
6935,-4.07684,9.70635
6936,-7.72268,9.0339
6937,-21.81258,10.68274
6938,-31.63107,11.0523
6939,-4.34069,10.1643
6940,-12.45087,9.80536
6941,-45.5222,11.33389
6942,-50.58183,11.18676
6943,-2.05801,9.96207
6944,-12.19241,10.01217
6945,-29.54857,10.58241
6946,-41.40253,11.3473
6947,-4.28247,9.36333
6948,-55.03773,10.67572
6949,-53.47756,11.03634
6950,-5.56475,10.92299
6951,-5.50813,7.77576
6952,-23.09976,9.38963
6953,-25.71606,11.30698
6954,-2.61369,10.664
6955,-11.33762,8.40307
6956,-60.22355,9.27904
6957,-51.99178,10.83591
6958,-1.33334,10.42227
6959,-13.01868,8.14585
6960,-12.49025,11.34048
6961,-34.72378,11.05362
6962,-3.97352,10.1353
6963,-21.32483,7.44716
6964,-51.91014,10.80445
6965,-46.28243,11.20172
6966,0.26341,8.93337
6967,0.83917,9.76255
6968,-0.02161,10.37052
6969,0.29061,10.68423
6970,-0.30178,9.7131
6971,1.63303,10.37211
6972,2.42039,9.39852
6973,1.73159,10.49682
6974,-7.51559,10.95517
6975,-11.29333,10.913
6976,-20.13421,11.1339
6977,-30.14781,11.72852
6978,-40.38708,10.95922
6979,-39.15469,11.09877
6980,-39.70607,11.2916
6981,-49.46216,11.30451
6982,-10.01689,2.65486
6983,-19.85963,-5.64673
6984,-13.0311,-4.87192
6985,-13.21138,-5.39579
6986,-18.43094,-9.99527
6987,-19.24456,-10.99383
6988,,
6989,,
6990,,
6991,,
6992,,
6993,,
6994,-0.14312,11.72576
6995,5.1196,10.04183
6996,9.5046,-3.54441
6997,,
6998,2.8504,13.64862
6999,2.82077,6.13333
7000,0.32325,21.13973
7001,-5.9122,22.99611
7002,5.5202,17.11844
7003,6.51274,13.94673
7004,-3.822,24.68681
7005,-2.59575,24.37967
7006,4.38604,15.7098
7007,5.25793,9.79308
7008,-10.90731,22.17648
7009,-3.16265,23.15429
7010,3.61025,14.11903
7011,5.37519,11.14475
7012,3.15857,20.82242
7013,,
7014,,
7015,,
7016,,
7017,,
7018,,
7019,,
7020,,
7021,-10.98511,19.37839
7022,2.73345,14.4185
7023,4.85211,9.35106
7024,-14.41372,15.51371
7025,-3.85772,17.7676
7026,5.12145,14.04962
7027,2.41905,9.55651
7028,1.64932,15.02081
7029,,
7030,,
7031,,
7032,,
7033,,
7034,,
7035,,
7036,,
7037,-20.5768,10.7661
7038,3.08088,15.05134
7039,8.36519,13.7734
7040,1.84088,18.93017
7041,-4.39594,21.74918
7042,6.93634,14.45574
7043,6.37026,13.18394
7044,-5.04032,20.35074
7045,-1.28834,22.13286
7046,2.39233,14.17538
7047,6.76902,12.55154
7048,-0.19789,21.36505
7049,-3.84317,21.95488
7050,7.60605,14.15457
7051,5.86278,12.32556
7052,-8.2563,18.2588
7053,-5.79595,21.80764
7054,-16.30944,14.68552
7055,,
7056,-0.17301,16.58875
7057,2.80393,16.46389
7058,4.32372,10.30397
7059,0.10492,20.84459
7060,-4.84983,21.18522
7061,3.25489,16.94321
7062,4.0303,14.59653
7063,-3.89439,23.90995
7064,-4.47473,24.39022
7065,2.36223,15.1783
7066,2.53256,10.82602
7067,-4.85481,23.08852
7068,-3.15556,22.04236
7069,2.88335,15.15328
7070,4.31018,13.2477
7071,-0.4568,22.35931
7072,,
7073,,
7074,,
7075,,
7076,,
7077,,
7078,5.18876,15.63526
7079,-4.54857,17.02623
7080,,
7081,,
7082,,
7083,,
7084,,
7085,,
7086,4.93825,12.49956
7087,-3.10733,19.21582
7088,,
7089,,
7090,,
7091,,
7092,,
7093,,
7094,4.47064,10.56892
7095,-5.3443,11.8204
7096,,
7097,,
7098,,
7099,,
7100,,
7101,,
7102,4.8547,10.42181
7103,-4.62958,12.36028
7104,,
7105,,
7106,,
7107,,
7108,2.74093,15.23862
7109,4.07823,9.67529
7110,0.47762,18.56941
7111,-3.74071,15.84869
7112,3.38818,16.41037
7113,4.14955,14.833
7114,5.50869,15.99329
7115,8.36038,13.71734
7116,3.16155,14.67873
7117,5.00905,10.64671
7118,-6.27761,18.90831
7119,-1.48038,15.80911
7120,4.13111,12.1248
7121,4.52721,11.14798
7122,4.29793,14.37326
7123,6.65192,14.45672
7124,2.95418,13.45119
7125,5.05082,8.81182
7126,8.32843,13.48614
7127,10.11252,13.44214
7128,4.4401,12.81823
7129,5.49106,11.69798
7130,1.79329,15.19973
7131,6.11918,13.09221
7132,3.36125,12.6327
7133,6.45871,8.14792
7134,3.1732,15.60967
7135,4.00897,10.84765
7136,4.22052,11.06763
7137,5.14456,8.90492
7138,4.1629,16.41604
7139,-9.23933,17.02719
7140,4.26791,15.01588
7141,5.48343,7.97955
7142,-1.13409,13.68596
7143,-26.14252,11.93118
7144,3.26021,13.60573
7145,5.41542,8.03669
7146,1.19597,17.96007
7147,,
7148,,
7149,,
7150,0.30064,18.82197
7151,5.57226,16.18305
7152,2.25043,17.97858
7153,-2.49614,18.44155
7154,-1.51319,18.17934
7155,-0.45242,17.51599
7156,-5.3746,18.76008
7157,-10.08798,19.43514
7158,1.90819,15.62061
7159,5.1845,14.6448
7160,2.29503,17.6183
7161,-8.17118,18.87388
7162,-0.21871,17.52127
7163,-0.01717,16.05837
7164,-4.1408,17.09321
7165,,
7166,,
7167,,
7168,,
7169,,
7170,,
7171,,
7172,,
7173,,
7174,,
7175,,
7176,,
7177,,
7178,,
7179,,
7180,-0.08014,16.53365
7181,,
7182,,
7183,,
7184,0.12875,14.36961
7185,-1.64699,28.60013
7186,,
7187,,
7188,6.27543,11.92478
7189,-1.88618,28.79114
7190,,
7191,,
7192,-0.04438,13.76614
7193,,
7194,,
7195,,
7196,,
7197,,
7198,,
7199,,
7200,,
7201,,
7202,,
7203,,
7204,,
7205,,
7206,,
7207,,
7208,,
7209,,
7210,,
7211,,
7212,,
7213,,
7214,,
7215,,
7216,,
7217,,
7218,,
7219,,
7220,,
7221,,
7222,,
7223,,
7224,,
7225,,
7226,,
7227,,
7228,,
7229,-6.1296,7.49729
7230,2.85759,6.18884
7231,2.86378,5.84617
7232,2.43421,5.14196
7233,2.99906,8.28143
7234,2.13326,5.46501
7235,1.94378,5.71049
7236,2.04138,5.80974
7237,2.84715,5.23082
7238,2.76797,5.86055
7239,2.53495,5.59732
7240,2.44341,6.85328
7241,2.45281,5.27285
7242,1.06489,3.99154
7243,-0.00473,4.41834
7244,-0.01665,4.2534
7245,0.48787,3.7462
7246,1.13471,4.64105
7247,1.35708,3.41627
7248,-1.97225,8.58904
7249,2.07099,7.85118
7250,2.98891,5.58111
7251,3.40389,7.36714
7252,2.58794,4.45328
7253,3.20282,6.3369
7254,1.88381,7.01316
7255,1.43989,7.97621
7256,1.57834,7.86422
7257,1.01038,7.55846
7258,1.31122,7.65783
7259,1.20738,7.87599
7260,0.82089,7.77003
7261,1.00675,8.53813
7262,1.19924,8.42668
7263,1.04913,7.95261
7264,0.38928,8.5286
7265,0.90749,8.07042
7266,1.03657,6.87068
7267,0.50832,6.64149
7268,-2.86486,7.24086
7269,3.27155,7.26773
7270,4.25417,6.75987
7271,4.04497,7.64746
7272,3.22584,8.05402
7273,4.24274,6.52403
7274,2.5659,6.95938
7275,3.5961,6.82605
7276,4.25617,7.84905
7277,3.76307,6.97972
7278,4.06468,7.03702
7279,4.18934,7.75263
7280,4.31577,6.53791
7281,3.53463,5.75316
7282,2.86115,5.85504
7283,2.75786,5.80775
7284,0.63139,5.96163
7285,2.33297,5.16025
7286,2.64289,5.2147
7287,-0.59043,6.49665
7288,-4.77686,8.03722
7289,3.12144,6.81609
7290,2.88181,6.23882
7291,2.56901,6.37255
7292,3.76631,6.06424
7293,2.58259,6.54324
7294,1.40196,7.61158
7295,1.49093,8.05672
7296,1.34348,7.88523
7297,0.83271,7.37825
7298,0.54118,7.12433
7299,1.15438,7.88741
7300,0.92236,8.63437
7301,1.26941,7.51351
7302,1.22582,8.75073
7303,0.9475,7.90411
7304,0.67741,7.58498
7305,1.39241,7.99488
7306,0.76671,6.98559
7307,1.23395,7.32972
7308,1.29231,7.81552
7309,1.58092,8.0004
7310,1.11637,8.26204
7311,1.36806,7.01833
7312,1.50562,8.53471
7313,0.73523,8.32286
7314,1.31727,7.58828
7315,1.1727,8.66979
7316,1.19455,7.53267
7317,1.09809,7.94703
7318,0.97947,7.36014
7319,0.42467,5.86316
7320,0.31861,6.15486
7321,0.08777,3.93908
7322,0.77678,5.19787
7323,4.87067,6.98993
7324,3.97513,5.85335
7325,3.41594,6.55606
7326,2.2456,6.82884
7327,3.11549,6.2542
7328,2.00434,5.73115
7329,5.22876,7.09142
7330,3.9067,6.25109
7331,4.34813,5.90107
7332,3.87702,6.51396
7333,4.0898,5.53792
7334,0.36187,6.02438
7335,-8.37602,7.1061
7336,-29.33671,7.86344
7337,-32.46455,7.71671
7338,-41.01866,7.61606
7339,-38.66992,7.61075
7340,-41.48782,5.72954
7341,-40.21011,5.88522
7342,-31.86127,4.88561
7343,-21.10298,6.9254
7344,-35.40661,5.67861
7345,-45.87542,4.43948
7346,-54.48551,2.78969
7347,-55.90134,3.64332
7348,-54.86236,4.22534
7349,-53.31807,4.48641
7350,-55.94426,3.7979
7351,-55.45582,3.93027
7352,-40.36134,4.44543
7353,-26.66733,7.11257
7354,-4.20576,7.51714
7355,2.03577,6.31923
7356,1.84621,5.90972
7357,2.148,6.02306
7358,2.69154,7.03226
7359,2.13053,5.35038
7360,2.60148,6.00498
7361,2.63328,6.93251
7362,1.9503,6.72089
7363,2.9762,6.84269
7364,2.17762,4.66667
7365,0.92977,3.93142
7366,2.44257,6.27847
7367,3.03737,8.17582
7368,3.04307,8.1562
7369,2.21643,8.17634
7370,2.37218,6.75702
7371,2.78899,7.52572
7372,3.30867,7.85959
7373,2.95659,7.94685
7374,2.00807,7.67998
7375,2.9286,7.12584
7376,2.20821,7.18943
7377,2.12502,6.74683
7378,3.30808,6.33202
7379,1.6925,7.27841
7380,2.35052,7.33659
7381,2.55087,8.40153
7382,3.49392,8.53409
7383,3.03892,8.14697
7384,3.01832,7.71815
7385,3.45684,7.10025
7386,2.25006,8.14062
7387,1.99119,8.15688
7388,2.79686,6.66227
7389,1.38828,7.37561
7390,2.24981,7.12511
7391,1.6225,5.15369
7392,2.58433,4.78557
7393,1.1052,8.10918
7394,2.89321,8.63776
7395,2.93784,7.6509
7396,3.29068,7.67477
7397,3.4073,8.26485
7398,2.68175,8.05884
7399,3.33364,7.19556
7400,2.68614,8.38281
7401,2.30229,8.53422
7402,3.35846,8.36494
7403,2.44755,6.97739
7404,2.84473,8.29771
7405,-3.77399,9.07714
7406,-25.5393,7.4891
7407,-55.77476,8.64117
7408,,
7409,,
7410,,
7411,,
7412,,
7413,,
7414,,
7415,,
7416,,
7417,,
7418,,
7419,,
7420,,
7421,,
7422,,
7423,5.35647,-1.44699
7424,4.0481,-2.03511
7425,4.38723,-2.71197
7426,5.87341,-2.28808
7427,5.258,1.06471
7428,7.52552,0.40048
7429,6.88021,0.05993
7430,6.4584,-0.74587
7431,5.17875,-1.24937
7432,5.41989,2.1561
7433,-4.88936,4.58618
7434,-44.76263,3.77757
7435,-74.23423,2.61447
7436,,
7437,,
7438,,
7439,,
7440,,
7441,,
7442,,
7443,,
7444,,
7445,,
7446,,
7447,0.60237,2.22893
7448,1.46144,-3.99382
7449,2.73856,-2.42609
7450,3.06685,-0.91877
7451,4.58578,0.56016
7452,6.94094,1.79823
7453,4.66542,-1.95542
7454,3.57929,-1.37448
7455,3.18843,3.36425
7456,0.57163,-0.44119
7457,1.23617,4.19016
7458,0.5063,8.70464
7459,3.28717,7.82852
7460,4.41547,7.26907
7461,2.65829,8.91402
7462,5.03179,10.49476
7463,4.37181,8.14231
7464,4.42324,4.99479
7465,2.54877,-0.7953
7466,3.93347,2.96068
7467,7.23829,9.46809
7468,8.77665,11.08516
7469,6.00507,4.15602
7470,6.97946,-0.59208
7471,6.3878,7.45251
7472,3.59434,9.77397
7473,6.62731,8.15475
7474,7.91372,5.64503
7475,7.70771,8.22388
7476,3.4921,10.37096
7477,6.06789,10.13039
7478,7.75161,8.01338
7479,7.90627,6.49396
7480,7.2445,8.37293
7481,7.86993,11.60862
7482,3.22015,3.47808
7483,5.53289,5.21942
7484,5.18107,4.09953
7485,5.36191,-4.55199
7486,3.0178,6.24463
7487,7.88762,13.8983
7488,10.0464,12.93285
7489,7.95521,10.86754
7490,9.79467,10.72701
7491,8.47432,14.79747
7492,10.3014,13.43078
7493,9.5421,9.25148
7494,9.23075,9.12391
7495,6.68023,1.32712
7496,0.84496,4.48644
7497,5.17986,11.3357
7498,7.69181,10.73489
7499,5.90306,9.514
7500,8.57573,7.9196
7501,8.05274,14.4085
7502,10.26245,11.03512
7503,8.74261,7.30488
7504,8.65341,8.85614
7505,6.14076,4.60233
7506,0.3758,8.55396
7507,0.22009,6.83842
7508,-13.1192,10.57295
7509,-29.56651,6.85212
7510,,
7511,,
7512,,
7513,,
7514,,
7515,,
7516,,
7517,,
7518,,
7519,,
7520,,
7521,,
7522,,
7523,,
7524,,
7525,,
7526,-2.6389,5.45027
7527,11.57414,9.71302
7528,11.0236,7.90875
7529,12.89569,7.05655
7530,10.9844,7.20074
7531,12.81796,11.10625
7532,11.23811,12.04232
7533,10.83112,7.92202
7534,11.16881,10.10065
7535,11.35942,6.73759
7536,9.20969,14.71428
7537,13.11696,13.15145
7538,11.37128,11.80724
7539,13.42171,10.32446
7540,12.56082,8.99404
7541,13.34292,10.57459
7542,12.2016,12.86049
7543,11.78625,8.15572
7544,12.88058,6.93049
7545,9.56597,3.88074
7546,9.43777,10.45452
7547,11.62048,12.01846
7548,9.53512,8.69382
7549,10.23306,6.85143
7550,10.08231,9.53195
7551,10.34035,14.65415
7552,9.72313,9.71319
7553,10.70365,6.45572
7554,9.73073,8.79601
7555,9.6927,11.54767
7556,8.0426,9.34046
7557,7.32125,10.4795
7558,5.52448,3.88441
7559,4.9964,3.77887
7560,3.48077,7.4744
7561,3.7461,10.82262
7562,6.61745,2.59356
7563,3.72091,-1.69684
7564,6.68924,0.95242
7565,9.16254,4.56118
7566,7.01291,1.1242
7567,8.46442,2.13893
7568,5.95348,2.28164
7569,8.38986,2.52772
7570,8.58524,2.4299
7571,0.51397,3.10346
7572,0.3508,3.04729
7573,1.96979,2.77899
7574,0.70537,2.86108
7575,1.13225,3.62838
7576,3.97114,7.71221
7577,8.05666,8.01693
7578,7.30581,5.86841
7579,8.64612,7.28026
7580,8.10261,8.66674
7581,8.0499,6.4605
7582,4.78844,5.18893
7583,6.56109,5.86108
7584,5.1578,4.8473
7585,3.26772,3.24301
7586,2.42075,10.30579
7587,-21.12175,10.95258
7588,-26.11536,9.59533
7589,-51.62895,13.23583
7590,,
7591,,
7592,,
7593,,
7594,,
7595,,
7596,,
7597,,
7598,,
7599,,
7600,,
7601,,
7602,,
7603,,
7604,,
7605,,
7606,,
7607,,
7608,,
7609,,
7610,,
7611,,
7612,,
7613,,
7614,,
7615,,
7616,,
7617,,
7618,,
7619,,
7620,,
7621,,
7622,,
7623,,
7624,,
7625,-7.24175,7.76593
7626,7.51127,4.87452
7627,6.11326,3.18707
7628,6.94246,1.80797
7629,7.33283,3.19278
7630,3.92339,4.19188
7631,2.53415,4.21031
7632,5.71425,2.9929
7633,4.39989,2.50762
7634,5.07759,3.5925
7635,4.02281,2.14064
7636,7.84552,4.30121
7637,4.66087,4.00958
7638,8.66101,4.61022
7639,6.91976,5.51968
7640,1.49137,4.51588
7641,7.89961,4.32701
7642,4.37909,4.27765
7643,3.65308,3.80655
7644,0.83085,6.59502
7645,0.57815,11.41301
7646,-17.18822,9.75721
7647,-34.64126,12.06807
7648,,
7649,,
7650,,
7651,,
7652,,
7653,-33.20938,10.36002
7654,1.7308,5.76631
7655,8.60804,10.91497
7656,0.19553,9.52312
7657,0.96094,8.9434
7658,2.23671,9.12363
7659,0.46141,8.15839
7660,-0.01603,9.20569
7661,0.00657,9.43486
7662,0.00723,6.99876
7663,-0.07979,9.88914
7664,-0.01217,9.33395
7665,-0.03955,8.89158
7666,-26.0568,10.00168
7667,,
7668,,
7669,,
7670,,
7671,,
7672,,
7673,,
7674,,
7675,,
7676,,
7677,,
7678,,
7679,,
7680,,
7681,,
7682,,
7683,,
7684,,
7685,,
7686,,
7687,,
7688,,
7689,,
7690,,
7691,,
7692,,
7693,,
7694,,
7695,,
7696,,
7697,,
7698,,
7699,,
7700,,
7701,,
7702,,
7703,,
7704,,
7705,,
7706,,
7707,,
7708,,
7709,,
7710,,
7711,,
7712,,
7713,,
7714,,
7715,,
7716,,
7717,,
7718,,
7719,,
7720,,
7721,,
7722,,
7723,,
7724,,
7725,,
7726,,
7727,,
7728,,
7729,,
7730,,
7731,,
7732,,
7733,,
7734,,
7735,,
7736,,
7737,,
7738,,
7739,,
7740,,
7741,,
7742,,
7743,,
7744,,
7745,,
7746,,
7747,,
7748,,
7749,,
7750,,
7751,,
7752,,
7753,,
7754,-10.0996,9.92016
7755,-4.89298,12.71588
7756,-5.93541,12.89501
7757,2.21911,9.04878
7758,6.27092,6.98504
7759,3.65639,5.37539
7760,3.94675,6.37009
7761,2.25859,6.01778
7762,3.43123,8.68921
7763,3.55219,5.34634
7764,0.20521,6.33169
7765,0.06393,8.57966
7766,-0.54252,10.02755
7767,4.04427,9.93674
7768,4.80487,5.89047
7769,1.70001,5.7775
7770,2.32317,6.57601
7771,1.99934,7.94679
7772,3.01727,8.20506
7773,3.21658,5.22006
7774,0.6351,7.3207
7775,0.34244,8.92577
7776,-1.46168,11.1728
7777,0.88687,7.96738
7778,4.36241,5.5995
7779,4.7991,5.52436
7780,5.48663,5.97493
7781,2.33687,5.47372
7782,3.54807,7.58259
7783,5.01182,4.75644
7784,4.05854,6.78108
7785,3.70914,5.53
7786,2.36507,6.75864
7787,5.63926,9.52526
7788,4.70579,7.05922
7789,2.95848,8.4362
7790,5.85983,9.72
7791,2.82275,5.30053
7792,5.72262,7.89494
7793,3.13304,7.65238
7794,-0.60412,10.85854
7795,-10.47628,10.19609
7796,-15.40148,10.23061
7797,-25.79164,9.08495
7798,4.53162,7.41164
7799,7.07363,5.47358
7800,6.26776,5.89413
7801,4.39148,5.87017
7802,3.87226,4.18404
7803,2.12858,4.95215
7804,-8.9494,9.62546
7805,-9.38834,12.0737
7806,-29.68317,10.88647
7807,-10.70373,9.25413
7808,4.47121,8.35805
7809,7.14201,5.80947
7810,6.08412,6.27288
7811,4.65711,5.22816
7812,5.48427,4.73221
7813,6.32629,4.63603
7814,4.36284,4.73833
7815,3.89203,7.20179
7816,-3.34836,10.94382
7817,-12.40024,9.17318
7818,4.51644,7.78763
7819,6.22846,8.69739
7820,5.55141,7.84889
7821,-0.65556,10.75151
7822,-6.88486,12.34176
7823,5.8931,6.12132
7824,5.51405,6.10761
7825,6.54775,5.57277
7826,1.12262,6.81626
7827,-4.16222,12.52106
7828,6.90667,6.27344
7829,5.37919,5.88762
7830,2.70722,5.21669
7831,3.07988,5.13632
7832,4.65234,3.16135
7833,4.2249,3.3383
7834,2.5888,8.41778
7835,-2.36128,9.75046
7836,-20.62613,10.31562
7837,-38.70789,9.40634
7838,-62.43867,9.38938
7839,,
7840,,
7841,,
7842,,
7843,,
7844,,
7845,,
7846,3.06596,13.09273
7847,5.00904,6.27115
7848,4.09062,4.91726
7849,5.46373,5.19436
7850,4.32783,5.08109
7851,1.89296,8.0906
7852,5.63908,8.07847
7853,3.88484,6.56319
7854,1.01556,7.45391
7855,0.03054,8.21263
7856,-12.4524,11.75293
7857,5.63193,8.04072
7858,4.23776,7.78507
7859,3.53627,7.57932
7860,2.46325,6.40247
7861,0.40708,8.96016
7862,5.18408,9.43264
7863,2.82508,7.32144
7864,0.0154,9.29716
7865,-0.02947,10.49253
7866,0.22507,9.46171
7867,4.46463,5.57697
7868,5.40643,5.3432
7869,6.20717,6.39952
7870,6.70465,7.93282
7871,4.4301,8.91844
7872,5.60658,5.95072
7873,4.2523,5.76482
7874,4.19076,5.90173
7875,3.02018,5.6378
7876,-0.90441,9.0039
7877,6.1496,8.19727
7878,3.21999,5.59427
7879,2.19394,8.65608
7880,1.69237,7.64339
7881,4.36653,8.8288
7882,3.56298,6.97204
7883,0.60581,8.76912
7884,-3.89253,8.96376
7885,-10.68379,9.00841
7886,-21.16761,10.06152
7887,,
7888,,
7889,,
7890,,
7891,,
7892,,
7893,,
7894,,
7895,,
7896,,
7897,,
7898,,
7899,,
7900,,
7901,,
7902,,
7903,,
7904,,
7905,,
7906,,
7907,,
7908,,
7909,,
7910,,
7911,,
7912,,
7913,,
7914,,
7915,,
7916,,
7917,,
7918,,
7919,,
7920,,
7921,,
7922,,
7923,,
7924,,
7925,,
7926,,
7927,,
7928,,
7929,,
7930,,
7931,,
7932,,
7933,,
7934,,
7935,,
7936,,
7937,,
7938,,
7939,-8.22143,9.51703
7940,5.18231,7.35507
7941,8.48793,9.11429
7942,9.15355,9.48378
7943,3.73901,5.47188
7944,6.52926,5.83421
7945,-3.24682,4.9751
7946,-0.43643,12.60787
7947,-12.53328,14.52164
7948,-28.26767,13.84394
7949,-0.3443,12.19155
7950,8.38093,8.00179
7951,8.355,8.75788
7952,6.62383,6.99811
7953,5.6635,5.26045
7954,8.2721,6.11925
7955,6.63268,5.79557
7956,5.18018,7.91191
7957,0.04656,12.51558
7958,-27.17681,12.78341
7959,-0.89531,8.82707
7960,7.38001,5.97045
7961,6.79106,6.00994
7962,6.35016,5.63198
7963,3.82968,4.94609
7964,4.17697,4.86658
7965,-0.87596,7.55416
7966,-2.1585,10.51427
7967,-17.93814,11.55429
7968,-34.95251,9.89072
7969,2.57453,8.5355
7970,6.89433,5.85172
7971,6.66701,6.61446
7972,4.07561,4.9982
7973,4.65436,5.40769
7974,6.27694,4.56045
7975,4.05474,3.26769
7976,4.16097,3.89991
7977,2.49895,10.21063
7978,-4.11355,9.99938
7979,4.71597,8.81841
7980,5.57692,8.43871
7981,6.20882,8.60234
7982,-0.20541,10.28617
7983,-13.82648,11.23357
7984,5.21974,7.66078
7985,6.18276,3.4643
7986,6.44785,5.53702
7987,3.46753,7.21764
7988,-0.67879,11.77572
