Wall time,Step,Value
1563810568.386933,42,0.0016422098269686103
1563810583.846896,94,0.0017056845827028155
1563810605.6464,167,0.0014612479135394096
1563810624.234006,229,0.0017751333070918918
1563810625.730345,234,0.0017667727079242468
1563810637.409041,273,0.001187918009236455
1563810647.914065,308,0.0019930375274270773
1563810648.515001,310,0.0009011257207021117
1563810650.914593,318,0.0017196763074025512
1563810697.773077,474,0.001047329744324088
1563810716.413621,536,0.0015320987440645695
1563810729.348128,579,0.0015286203706637025
1563810731.451315,586,0.0013491847785189748
1563810745.890223,634,0.0013396402355283499
1563810749.800365,647,0.001264584599994123
1563810770.037856,714,0.0013910187408328056
1563810772.445961,722,0.0013641200494021177
1563810798.469285,808,0.0013197141233831644
1563810927.974897,1014,0.0013332805829122663
1563810943.577015,1066,0.0010669644689187407
1563810954.987172,1104,0.0013518710620701313
1563811019.009821,1316,0.0009489916847087443
1563811019.975802,1319,0.0009440573630854487
1563811024.269709,1333,0.0009407007601112127
1563811025.475244,1337,0.0016393072437494993
1563811040.120571,1385,0.0013507130788639188
1563811042.233934,1392,0.001021302305161953
1563811055.609732,1436,0.0008729976834729314
1563811133.279976,1691,0.0008452002075500786
1563811146.295521,1734,0.0011702023912221193
1563811147.213518,1737,0.0011283679632470012
1563811189.741213,1877,0.0009826242458075285
1563811201.895288,1917,0.0005534540396183729
1563811300.588181,2036,0.0012739915400743484
1563811318.624593,2096,0.0010986444540321827
1563811349.768612,2199,0.0010094933677464724
1563811368.891637,2262,0.0006619015475735068
1563811382.535884,2307,0.000768098107073456
1563811407.44008,2389,0.0011320005869492888
1563811421.735301,2436,0.001187778078019619
1563811436.617325,2485,0.0009469520882703364
1563811436.931306,2486,0.0014881700044497848
1563811440.60092,2498,0.0009122923365794122
1563811450.943129,2532,0.0012091605458408594
1563811497.476405,2685,0.0008768227999098599
1563811514.324623,2740,0.00079322699457407
1563811583.253154,2967,0.0017575364327058196
1563811666.505806,3038,0.0007707428303547204
1563811724.578217,3230,0.0007305312319658697
1563811729.553804,3246,0.0005519448313862085
1563811747.417764,3305,0.0006301648099906743
1563811843.052053,3618,0.0006895492551848292
1563811843.659858,3620,0.0016242676647379994
1563811858.921563,3670,0.000949228007812053
1563811880.629231,3741,0.0007798935403116047
1563811902.8031,3814,0.0008012615144252777
1563811904.919891,3821,0.0010730338981375098
1563811937.569756,3928,0.0005901016993448138
1563811946.121977,3956,0.0016175743658095598
1563812032.327356,4036,0.0014275193680077791
1563812080.822234,4196,0.0009831456700339913
1563812117.631256,4317,0.0005865712882950902
1563812142.790753,4400,0.0011011461028829217
1563812171.036368,4492,0.0006809745682403445
1563812176.168299,4509,0.0005817009950987995
1563812224.498673,4668,0.001030023442581296
1563812226.990262,4676,0.0011822740780189633
1563812261.171769,4788,0.0007510579889640212
1563812316.945978,4971,0.0009801913984119892
1563812419.844293,5106,0.0008082248969003558
1563812428.275541,5134,0.00051974190864712
1563812492.581323,5345,0.0006131171248853207
1563812496.811622,5359,0.0010640817927196622
1563812554.764046,5549,0.0008055720245465636
1563812594.273966,5679,0.001173482509329915
1563812608.119109,5723,0.0009124173084273934
1563812634.140474,5808,0.0009249537251889706
1563812651.294261,5864,0.0004943959647789598
1563812653.410264,5871,0.0006605001981370151
1563812664.330886,5907,0.0009347253362648189
1563812689.564259,5990,0.000938820478040725
1563812814.654166,6200,0.0006891954690217972
1563812820.504339,6219,0.0009802287677302957
1563812841.770759,6289,0.0013363928301259875
1563812928.740043,6574,0.001227108994498849
1563812937.554746,6603,0.0006035785190761089
1563812966.834431,6699,0.0008313074940815568
1563812970.518782,6711,0.0006590548437088728
1563813014.136251,6854,0.00047092416207306087
1563813048.282964,6966,0.0008318763575516641
1563813154.385793,7114,0.0008494468638673425
1563813166.783435,7155,0.0007406500517390668
1563813235.772869,7382,0.0010296957334503531
1563813259.513604,7460,0.00045483538997359574
1563813260.445842,7463,0.0007702923030592501
1563813265.009836,7478,0.0009009260684251785
1563813275.073262,7511,0.0008415852789767087
1563813359.75444,7788,0.0009431308135390282
1563813362.834832,7798,0.0005619617877528071
1563813373.470251,7833,0.0009151306003332138
1563813421.58775,7991,0.000785426702350378
1563813505.852627,8066,0.0006654433673247695
1563813540.335394,8180,0.0008807528647594154
1563813552.747378,8221,0.0005492238560691476
1563813596.078205,8363,0.0006287442520260811
1563813600.304473,8377,0.0007305057952180505
1563813637.117837,8498,0.0005747682298533618
1563813640.141846,8508,0.0005854054470546544
1563813668.493197,8601,0.0008112774812616408
1563813752.788879,8878,0.0005556410760618746
1563813768.044775,8928,0.0004807380901183933
1563813770.170258,8935,0.0007917221519164741
1563813787.911702,8993,0.0006260080263018608
1563813930.439297,9260,0.00040740688564255834
1563813993.679898,9468,0.0003985642979387194
1563814019.707881,9554,0.0006491630920208991
1563814023.64189,9567,0.0007359857554547489
1563814058.218799,9680,0.0005658935406245291
1563814063.767109,9698,0.000770433631259948
1563814107.891353,9843,0.00031585554825142026
1563814127.348225,9907,0.0005998836131766438
1563814300.659771,10276,0.00080552336294204
1563814302.791441,10283,0.0008344361558556557
1563814338.1722,10399,0.000722019758541137
1563814362.592419,10479,0.000804808980319649
1563814375.624741,10522,0.000506507814861834
1563814401.531177,10607,0.000556172919459641
1563814447.245771,10757,0.00042527023470029235
1563814447.548191,10758,0.0005078550311736763
1563814454.241653,10780,0.0005080873379483819
1563814475.622993,10850,0.0005396078340709209
1563814491.410427,10902,0.00042093603406101465
1563814492.325024,10905,0.0008824922260828316
1563814503.828686,10943,0.0004780197632499039
1563814510.87635,10966,0.00037377377157099545
1563814513.326576,10974,0.0008374894969165325
1563814588.280926,11020,0.0004782680480275303
1563814612.925006,11102,0.0007665869197808206
1563814618.657128,11121,0.0008064769208431244
1563814709.343272,11419,0.0008031768957152963
1563814725.563422,11472,0.000632714363746345
1563814731.628929,11492,0.0005092374049127102
1563814741.035323,11523,0.0008123357547447085
1563814743.754444,11532,0.0008808088023215532
1563814754.102476,11566,0.0005497486563399434
1563814790.247986,11685,0.00035680216387845576
1563814812.762675,11759,0.0008062965935096145
1563814876.892877,11969,0.0005765942041762173
1563814878.399712,11974,0.0006027477793395519
1563814989.207746,12138,0.0005860343226231635
1563814997.206816,12164,0.0003840551944449544
1563815035.431556,12290,0.0005631017265841365
1563815151.198325,12671,0.0004992856411263347
1563815213.960025,12877,0.00041622971184551716
1563815232.818955,12939,0.00034401219454593956
1563815323.478676,13034,0.00047920100041665137
1563815331.599464,13061,0.0004611138137988746
1563815337.918833,13082,0.0005169957294128835
1563815341.529253,13094,0.00040731567423790693
1563815346.046208,13109,0.0007416784064844251
1563815435.269227,13402,0.0007010184344835579
1563815479.15246,13546,0.00048307375982403755
1563815494.683367,13597,0.0006361851119436324
1563815501.661133,13620,0.000624446664005518
1563815559.505971,13810,0.000653584545943886
1563815581.987823,13884,0.000903187261428684
1563815702.737482,14080,0.000309677590848878
1563815745.349279,14221,0.0005303556681610644
1563815767.626874,14294,0.0002863011904992163
1563815775.62258,14320,0.0006749285967089236
1563815781.145884,14338,0.0005021358956582844
1563815799.086083,14397,0.0004420549375936389
1563815814.27868,14447,0.0008407574496231973
1563815870.59793,14632,0.0009500858723185956
1563815872.447185,14638,0.0008875030325725675
1563815881.633033,14668,0.0005866350838914514
1563815887.395252,14687,0.0003416199469938874
1563815915.338428,14779,0.0007376149878837168
1563815924.448418,14809,0.0006132242851890624
1563815944.018585,14873,0.0005853087641298771
1563815949.827746,14892,0.0005696403095498681
1563816071.188373,15090,0.0003930939710699022
1563816098.433605,15180,0.00042602518806234
1563816142.33613,15324,0.0006359111284837127
1563816187.794897,15473,0.00034279533429071307
1563816188.398155,15475,0.0005386139964684844
1563816198.075493,15507,0.0003040955343749374
1563816269.03936,15740,0.0010143263498321176
1563816276.307163,15764,0.00045316334581002593
1563816438.001647,16095,0.0009081285679712892
1563816444.311635,16116,0.0005022752447985113
1563816484.503412,16249,0.0006450706860050559
1563816506.307223,16321,0.0006391438655555248
1563816532.114666,16406,0.0005260211182758212
1563816620.819066,16697,0.0006015096441842616
1563816655.014562,16809,0.00042588310316205025
1563816669.583074,16857,0.0004960474907420576
1563816682.353357,16899,0.000484514981508255
1563816794.372821,17066,0.00043934196582995355
1563816803.696356,17097,0.00024324204423464835
1563816846.698274,17239,0.0005644471384584904
1563816862.711494,17292,0.000819516135379672
1563816870.343652,17317,0.0005593608366325498
1563816876.995129,17339,0.00044729566434398293
1563816939.054866,17543,0.0007962769013829529
1563816943.282735,17557,0.0008710891124792397
1563816952.073466,17586,0.0003329545143060386
1563816954.53981,17594,0.0003607487597037107
1563816963.397562,17623,0.0007209653849713504
1563817063.696927,17953,0.0006761956610716879
1563817144.892805,18018,0.00028911500703543425
1563817159.003239,18065,0.0007922069635242224
1563817276.302838,18451,0.00045860029058530927
1563817319.197644,18592,0.00041291193338111043
1563817431.09143,18958,0.00044483941746875644
1563817540.165946,19116,0.0009673290187492967
1563817556.179877,19169,0.000694914604537189
1563817587.422874,19271,0.00027967695496045053
1563817666.641555,19531,0.000474643602501601
1563817699.746094,19640,0.000276456237770617
1563817704.081989,19654,0.0004147918079979718
1563817727.594085,19731,0.0005481925327330828
1563817762.503418,19846,0.00018913589883595705
1563817790.673813,19938,0.0004434891161508858
1563817808.032806,19995,0.00044706353219226
1563817882.157984,20035,0.0003767550806514919
1563817887.578261,20053,0.0006254169275052845
1563817890.28786,20062,0.0002881973050534725
1563817913.163919,20138,0.0004653874202631414
1563817945.51752,20244,0.00048019588575698435
1563817947.938805,20252,0.0002568318450357765
1563817969.481457,20323,0.0005535716190934181
1563818005.01692,20440,0.0004562605172395706
1563818018.877369,20485,0.0005769290728494525
1563818035.273909,20539,0.0006298312218859792
1563818035.577645,20540,0.0004633568460121751
1563818042.276494,20562,0.00042886767187155783
1563818047.140213,20578,0.0006940580788068473
1563818108.429113,20779,0.0002593576500657946
1563818109.341589,20782,0.000423513469286263
1563818124.196309,20831,0.00041880650678649545
1563818131.538029,20855,0.0005610769148916006
1563818261.209355,21080,0.0002546060422901064
1563818280.53257,21144,0.0004270360805094242
1563818300.18906,21209,0.0005791243747808039
1563818307.221017,21232,0.00042819423833861947
1563818333.715546,21319,0.0006986927473917603
1563818335.257661,21324,0.0005589306820183992
1563818355.713849,21391,0.0002831116144079715
1563818395.878741,21523,0.000630553113296628
1563818444.049794,21681,0.00019134026661049575
1563818486.710907,21821,0.00037469991366378963
1563818495.052125,21848,0.00044358096783980727
1563818604.35518,22006,0.0002040874387603253
1563818676.530218,22245,0.00043131515849381685
1563818690.943147,22292,0.0003949110978282988
1563818702.629761,22330,0.00041187103488482535
1563818711.220137,22358,0.00036125339102
1563818745.781601,22472,0.0008132319198921323
1563818835.219087,22765,0.0005386618431657553
1563818857.947246,22840,0.0004415396542754024
1563818885.436122,22930,0.0003992441052105278
1563819010.059328,23138,0.000496041844598949
1563819013.082239,23148,0.0005143696325831115
1563819023.346863,23182,0.0007346492493525147
1563819026.374016,23192,0.000679091433994472
1563819034.378627,23218,0.0004052617005072534
1563819048.361419,23263,0.00041451581637375057
1563819055.314939,23286,0.0004930196446366608
1563819078.110365,23361,0.0005762340733781457
1563819098.258218,23427,0.0004166362341493368
1563819132.613563,23540,0.0006751897162757814
1563819172.17982,23670,0.0004474292218219489
1563819175.48723,23681,0.0004378418962005526
1563819181.748983,23701,0.0007374577689915895
1563819253.889115,23938,0.0006714884075336158
1563819358.200967,24079,0.00042514747474342585
1563819369.947982,24118,0.0004809452802874148
1563819378.688959,24147,0.00031245185527950525
1563819419.64189,24282,0.0005892975023016334
1563819420.243517,24284,0.00041281041922047734
1563819431.902608,24322,0.00039996206760406494
1563819438.8848,24345,0.00039537917473353446
1563819503.713729,24557,0.00040457112481817603
1563819523.134938,24621,0.0002446207799948752
1563819553.073222,24719,0.0006503807380795479
1563819555.506419,24727,0.0006802823045291007
1563819608.642334,24901,0.0007310541113838553
1563819618.637016,24934,0.00040842595626600087
1563819702.764662,25008,0.00038182339631021023
1563819714.484848,25047,0.0005490033072419465
1563819740.390665,25133,0.0005261756014078856
1563819770.242681,25231,0.00027023913571611047
1563819776.982694,25253,0.0003789207257796079
1563819800.982665,25332,0.0004903125227428973
1563819819.028205,25391,0.0006105662905611098
1563819908.839828,25686,0.00024799496168270707
1563819947.436637,25812,0.00034493114799261093
1563819958.189035,25847,0.0005676025757566094
1563819980.606398,25921,0.0001851445995271206
1563820086.008811,26066,0.0003949174424633384
1563820093.527278,26091,0.0003615273453760892
1563820112.818799,26155,0.0003610201820265502
1563820117.061608,26169,0.0004865830414928496
1563820157.856395,26303,0.00045605283230543137
1563820188.166208,26403,0.00046196053153835237
1563820208.566341,26470,0.0005953108775429428
1563820308.551313,26797,0.0005341095384210348
1563820308.852789,26798,0.0004168918530922383
1563820318.233591,26829,0.0003982317284680903
1563820474.407332,27142,0.0003706769784912467
1563820476.216359,27148,0.00026852882001549006
1563820478.021673,27154,0.00022508906840812415
1563820479.232105,27158,0.0004642740823328495
1563820479.532765,27159,0.0003264183469582349
1563820514.515001,27274,0.0003021084703505039
1563820584.867002,27505,0.0006314300117082894
1563820614.757718,27603,0.0002844205009751022
1563820617.772117,27613,0.0003644394164439291
1563820619.888653,27620,0.0005292480927892029
1563820625.368322,27638,0.0005650410894304514
1563820682.384135,27825,0.0006828950718045235
1563820710.074011,27916,0.00038271426456049085
1563820720.427356,27950,0.0003274061600677669
1563820725.883345,27968,0.0005074676591902971
1563820873.577165,28251,0.0004054278542753309
1563820894.875984,28321,0.0005225852364674211
1563820930.620914,28438,0.0003283030819147825
1563820934.599418,28451,0.0003214626631233841
1563820962.604275,28543,0.0005142292357049882
1563820971.366882,28572,0.0003317934460937977
1563820983.286582,28611,0.00028694115462712944
1563821092.690784,28970,0.00045575643889606
1563821100.689178,28996,0.0003317015361972153
1563821175.611341,29037,0.0004824567004106939
1563821183.147374,29062,0.00035505107371136546
1563821225.180562,29201,0.000526642776094377
1563821244.113675,29263,0.0003251019516028464
1563821307.595345,29471,0.0003975960717070848
1563821312.435535,29487,0.0002335933386348188
1563821334.988407,29561,0.00047116956557147205
1563821350.300941,29611,0.0005270636756904423
1563821391.944669,29747,0.0004957221099175513
1563821416.955457,29829,0.0006055416306480765
1563821530.47855,30000,0.00037156027974560857
1563821532.030351,30005,0.0004048492119181901
1563821539.851869,30031,0.0004587826260831207
1563821558.20342,30092,0.0005394541658461094
1563821582.983934,30174,0.0004869894473813474
1563821604.019723,30243,0.0007139886729419231
1563821616.486254,30284,0.0005316404276527464
1563821629.644316,30327,0.00028254196513444185
1563821669.867677,30459,0.0004293214878998697
1563821673.218363,30470,0.00016883494390640408
1563821716.585682,30612,0.0002959434932563454
1563821745.217452,30706,0.0002769326383713633
1563821749.466669,30720,0.000282546243397519
1563821754.952957,30738,0.0005325699457898736
1563821927.987088,31105,0.0003551200497895479
1563822019.688766,31406,0.0005517492536455393
1563822030.944781,31443,0.0003601286152843386
1563822108.152209,31696,0.0003746281727217138
1563822142.398685,31808,0.0003589110856410116
1563822162.202074,31873,0.00043738330714404583
1563822164.32186,31880,0.0004741685697808862
1563822166.754757,31888,0.00027618338936008513
1563822181.300837,31936,0.0006597837782464921
1563822184.021706,31945,0.00024192643468268216
1563822264.41507,32004,0.00029475183691829443
1563822268.319617,32017,0.0004933543968945742
1563822315.63462,32174,0.0004960430087521672
1563822325.585095,32207,0.00047161028487607837
1563822394.900889,32435,0.0003673976752907038
1563822427.739821,32542,0.0003107709053438157
1563822462.691319,32657,0.0003989411052316427
1563822477.511445,32706,0.0003289474989287555
1563822494.719678,32762,0.0004870094999205321
1563822535.013006,32894,0.000381924124667421
1563822537.426458,32902,0.00022050910047255456
1563822639.164471,33034,0.0005561208818107843
1563822674.79462,33152,0.0003555036964826286
1563822682.991836,33179,0.0005674585117958486
1563822683.593146,33181,0.00047387430095113814
1563822711.106854,33271,0.00048269148101098835
1563822732.507458,33341,0.0004132989561185241
1563822742.811181,33375,0.00046202653902582824
1563822751.290785,33403,0.0006449866923503578
1563822820.672856,33631,0.0006302199326455593
1563822850.302102,33728,0.0006754128262400627
1563822853.033262,33737,0.0003177579492330551
1563822856.713154,33749,0.00034371818765066564
1563822862.456934,33768,0.00036214434658177197
1563822867.604133,33785,0.0006343558197841048
1563822884.027496,33839,0.0003357825626153499
1563822887.651661,33851,0.0006548361852765083
1563822895.255352,33876,0.0004448878753464669
1563822906.485455,33913,0.0004391050315462053
1563822999.903239,34017,0.0007461390923708677
1563823005.612341,34036,0.00048579912981949747
1563823037.28105,34141,0.00024527532514184713
1563823104.623675,34362,0.0003428456257097423
1563823110.995734,34383,0.00034944177605211735
1563823127.70151,34438,0.0003622980148065835
1563823154.302016,34525,0.00047380439355038106
1563823154.60601,34526,0.00018463292508386075
1563823176.832183,34599,0.000597803620621562
1563823232.935655,34783,0.0004941332153975964
1563823395.465936,35115,0.0005407079588621855
1563823414.332263,35177,0.00042654285789467394
1563823461.95945,35333,0.00046573998406529427
1563823468.350556,35354,0.0004144315025769174
